product_name,actual_price,predicted_clienta_category,predicted_clientb_department,predicted_clientb_price_tier
"Swiffer Instant Electric Water Heater Faucet Tap Home-Kitchen Instantaneous Water Heater Tank less for Tap, LED Electric Head Water Heaters Tail Gallon Comfort(3000W) ((Pack of 1))",1999.0,Home > Appliances > Heaters,Home & Kitchen,Value
beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display | White |10 kg | 2 Year Warranty |,1999.0,Home > Accessories > Cables,Electronics,Value
"Rico Japanese Technology Rechargeable Wireless Electric Chopper with Replacement Warranty - Stainless Steel Blades, One Touch Operation, 10 Seconds Chopping, Mincing Vegetable, Meat - 250 ML, 30 Watts",1999.0,Home > Kitchen > Mixer,Home & Kitchen,Value
7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,1999.0,Home > Appliances > Heaters,Electronics,Value
Electvision Remote Control Compatible with Amazon Fire tv Stick (Pairing Manual Will be Back Side Remote Control)(P),1999.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",1999.0,Mobile > Accessories > Cable,Electronics,Value
"Kitchengenix's Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffles, Pan Cakes, Paninis or Other Snacks (Red)",1999.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Amazon Basics USB A to Lightning MFi Certified Charging Cable (White, 1.2 meter)",1999.0,Electronics > Assessories > Charging Cable,Electronics,Value
Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),1999.0,Home > Appliances > Heaters,Electronics,Value
"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",1999.0,Mobile > Accessories > Cable,Electronics,Value
"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",1999.0,Electronics > Assessories > Charging Cable,Electronics,Value
"Zebronics Astra 10 Portable Wireless BT v5.0 Speaker, 10W RMS Power, 15* Hours Backup, 2.25"" Drive Size, up to 6.4"" Mobile Holder Support, Carry Handle, USB, mSD, AUX Input and FM Radio with Antenna",1999.0,Electronics > Accessories > Cables,Electronics,Value
"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",1999.0,Electronics > Accessories > Cables,Electronics,Value
"Bulfyss USB Rechargeable Lint Remover Fabric Shaver Pet Hair Remover, Effectively and Quickly Remove Fuzz for Clothes, Sweater, Couch, Sofa, Blanket, Curtain, Wool, Cashmere (Grey, 1 Year Warranty)",1999.0,Home > Appliances > Heaters,Electronics,Value
"ZEBRONICS Aluminium Alloy Laptop Stand, Compatible with 9-15.6 inch Laptops, 7 Angles Adjustable, Anti Slip Silicon Rubber Pads, Foldable, Velvet Pouch Inside, Zeb-NS2000 (Dark Grey)",1999.0,Home > Appliances > Heaters,Home & Kitchen,Value
Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension (Black),1999.0,Electronics > Accessories > Cables,Electronics,Value
"Wecool Moonwalk M1 ENC True Wireless in Ear Earbuds with Mic, Titanium Drivers for Rich Bass Experience, 40+ Hours Play Time, Type C Fast Charging, Low Latency, BT 5.3, IPX5, Deep Bass (Black)",1999.0,Electronics > Accessories > Cables,Electronics,Value
7SEVEN® Bluetooth Voice Command Remote for Xiaomi Redmi Mi Smart TV with Netflix & Prime Video Hot Keys XMRM-00A,1999.0,Electronics > Accessories > Cables,Electronics,Value
"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",1999.0,Home > Appliances > Heaters,Electronics,Value
"R B Nova Lint/Fabric Shaver for Cloths, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Pack of 1",1999.0,Home > Accessories > Heaters,Electronics,Value
"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",2199.0,Electronics > Accessories > Cables,Electronics,Value
"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",2199.0,Electronics > Accessories > Cables,Electronics,Value
"Bajaj HM-01 Powerful 250W Hand Mixer, Black",2199.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",2199.0,Mobile > Accessories > Charger,Electronics,Value
MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,2199.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"HP 330 Wireless Black Keyboard and Mouse Set with Numeric Keypad, 2.4GHz Wireless Connection and 1600 DPI, USB Receiver, LED Indicators , Black(2V9E6AA)",2199.0,Computing > Accessories > Mouse,Electronics,Mid-Range
MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),2199.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"ROYAL STEP - AMAZON'S BRAND - Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,4 Blades Rechargeable Bottle with (Multi color) (MULTI)",2199.0,Home > Kitchen > Heaters,Electronics,Value
"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",2199.0,Mobile > Accessories > Charger,Electronics,Value
"MR. BRAND Portable USB Juicer Electric USB Juice Maker Mixer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Multi color) (MULTI MIXER 6 BLED)",2199.0,Home > Kitchen > Heaters,Electronics,Value
"Longway Blaze 2 Rod Quartz Room Heater (White, Gray, 800 watts)",2199.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Lifelong LLWM105 750-Watt Belgian Waffle Maker for Home| Makes 2 Square Shape Waffles| Non-stick Plates| Easy to Use with Indicator Lights (1 Year Warranty, Black)",2400.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Crompton Insta Comfort Heater 2000 Watts Heat Convector with Adjustable Thermostats, Hybrid Cyan, Standard (‎ACGRH- INSTACOMFORT)",2400.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
KENT 16051 Hand Blender 300 W | 5 Variable Speed Control | Multiple Beaters & Dough Hooks | Turbo Function,2400.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Lifelong LLQH925 Dyno Quartz Heater 2 Power settings Tip Over Cut-off Switch 800 Watt Silent operation Power Indicator 2 Rod Room Heater (1 Year Warranty, Grey)",2400.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Amazon Basics 650 Watt Drip Coffee Maker with Borosilicate Carafe,2400.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",2499.0,Electronics > Accessories > Cables,Electronics,Value
"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Steel Blades, 3 Speed Options with Whip (1 Year Warranty, Black)",2499.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (Red)",2499.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"URBN 10000 mAh Lithium Power Bank UPR10K with 12 Watt Fast Charging, Blue",2499.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Tarkan Portable Folding Laptop Desk for Bed, Lapdesk with Handle, Drawer, Cup & Mobile/Tablet Holder for Study, Eating, Work (Black)",2499.0,Home > Accessories > Heaters,Electronics,Value
"Akiara® - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension table, foot pedal, adapter",2499.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (White)",2499.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),2499.0,Home > Appliances > Heaters,Electronics,Mid-Range
"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 2000 mAh Rechargeable Battery, 150 Watt Motor, 400 ML",2499.0,Home > Kitchen > Heaters,Electronics,Mid-Range
Firestick Remote,2499.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Eureka Forbes car Vac 100 Watts Powerful Suction Vacuum Cleaner with Washable HEPA Filter, 3 Accessories,Compact,Light Weight & Easy to use (Black and Red)",2499.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"TP-Link AC1300 USB WiFi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter for PC Desktop, MU-MIMO Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.15 and earlier",2499.0,Mobile > Accessories > Charger,Electronics,Mid-Range
Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Apple iPad 10.2 Cover iPad 9th Generation Cover 2021 8th Gen 2020 7th Gen 2019 Generation Case - Black,2499.0,Home > Accessories > Heaters,Electronics,Mid-Range
"Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking (10 KGs,1 Year Warranty & Batteries Included)",2999.0,Home > Accessories > Mid-Tier,Electronics,Mid-Range
Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),2999.0,Electronics > Accessories > Charging Cable,Electronics,Mid-Range
Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),2999.0,Electronics > Accessories > Cables,Electronics,Value
"KENT Electric Chopper-B for Kitchen 250 Watt | Chop, Mince, Puree, Whisk, 400 ml Capacity | Stainless Steel Double Chopping Blades | Transparent Chopping Bowl | Anti-Skid | One Touch Operation | Black",2999.0,Home > Kitchen > Heaters,Home & Kitchen,Mid-Range
Libra Roti Maker Electric Automatic | chapati Maker Electric Automatic | roti Maker Machine with 900 Watts for Making Roti/Chapati/Parathas - Stainless Steel,2999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Cuzor 12V Mini ups for WiFi Router | Power Backup up to 4 Hours | Replaceable Battery | Ups for Wi-Fi Router and Modem | Ups for Router up to 2A | ups for uninterrupted wi-fi,2999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual Band MU-MIMO WiFi Adapter with High Gain Antenna, Supports Windows 11/10/8.1/8/7/XP/MacOS",2999.0,Mobile > Accessories > Charger,Electronics,Value
"Eopora PTC Ceramic Fast Heating Room Heater for Bedroom, 1500/1000 Watts Room Heater for Home, Electric Heater, Electric Fan Heater for Home Office Bedroom (White)",2999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Nokia 150 (2020) (Cyan),2999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Melbon VM-905 2000-Watt Room Heater (ISI Certified, White Color) Ideal Electric Fan Heater for Small to Medium Room/Area (Plastic Body)",2999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Zinq UPS for Router, Mini UPS for 12V WiFi Router Broadband Modem with Upto 4 Hours Power Backup, Upto 2Amp, Works with Existing Adapter, Also Works with Set-top Box, Smart Camera, CCTV (Black)",2999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,2999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Portronics Ruffpad 15 Re-Writable LCD Screen 38.1cm (15-inch) Writing Pad for Drawing, Playing, Handwriting Gifts for Kids & Adults (Grey)",2999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Xiaomi Mi 4A Dual_Band Ethernet 1200Mbps Speed Router| 2.4GHz & 5GHz Frequency|128MB RAM | DualCore 4 Thread CPU|4 Omni Directional Antenna|Mi Wi-Fi app-Parental Control & Anti Hacking|Repeater, White",2999.0,Mobile > Accessories > Cable,Electronics,Mid-Range
"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma TV's",2999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Candes BlowHot All in One Silent Blower Fan Room Heater (ABS Body, White, Brown) 2000 Watts",2999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"URBN 20000 mAh lithium_polymer Power Bank with 12 Watt Fast Charging, Camo",3499.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Artis AR-45W-MG2 45 Watts MG2 Laptop Adapter/Charger Compatible with MB Air 13” & MB Air 11” (14.5 V, 3.1 A) Connector: MG2 (T Tip Connector)",3499.0,Home > Appliances > Heaters,Electronics,Mid-Range
"HP GK320 Wired Full Size RGB Backlight Mechanical Gaming Keyboard, 4 LED Indicators, Mechanical Switches, Double Injection Key Caps, and Windows Lock Key(4QN01AA)",3499.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 4000 mAh Rechargeable Battery, 230 Watt Motor, 500 ML",3499.0,Home > Kitchen > Heaters,Electronics,Mid-Range
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",3499.0,Electronics > Accessories > Charging Cable,Electronics,Mid-Range
"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",3500.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Havells Zella Flap Auto Immersion Rod 1500 Watts,3500.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,3500.0,Home > Appliances > Heaters,Electronics,Mid-Range
Black + Decker BD BXIR2201IN 2200-Watt Cord & Cordless Steam Iron (Green),3500.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Panasonic SR-WA22H (E) Automatic Rice Cooker, Apple Green, 2.2 Liters",3945.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Prestige PIC 16.0+ 1900W Induction Cooktop with Soft Touch Push Buttons (Black),3945.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Havells Cista Room Heater, White, 2000 Watts",3945.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",3945.0,Home > Kitchen > cooker,Home & Kitchen,Mid-Range
"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies to Text & Calls (Rose Pink)",3990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP  Charge, Signature Sound, Dual Pairing & IPX5 with Mic (Active Black)",3990.0,Electronics > Phones > Headphones,Electronics,Mid-Range
Qubo Smart Cam 360 from Hero Group | Made in India | 2MP 1080p Full HD | CCTV Wi-Fi Camera | 360 Degree Coverage| Two Way Talk | Mobile App Connectivity | Night Vision | Cloud & SD Card Recording,3990.0,Home > Appliances > Heaters,Electronics,Mid-Range
"boAt Stone 250 Portable Wireless Speaker with 5W RMS Immersive Audio, RGB LEDs, Up to 8HRS Playtime, IPX7 Water Resistance, Multi-Compatibility Modes(Black)",3990.0,Electronics > Accessories > Cables,Electronics,Mid-Range
Firestick Remote,3999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",3999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
Remote Control Compatible for Amazon Fire Tv Stick Remote Control [ 3rd Gen ](Not Compatible for Fire TV Edition Smart TV) from basesailor,3999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",3999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"KHAITAN AVAANTE KA-2013 1200 Watt 3-Rod Halogen Heater (1200 Watts, Grey)",3999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",3999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"TP-Link AC1200 Archer A6 Smart WiFi, 5GHz Gigabit Dual Band MU-MIMO Wireless Internet Router, Long Range Coverage by 4 Antennas, Qualcomm Chipset",3999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",3999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",4999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",4999.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",4999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
TE™ Instant Electric Heating Hot and Cold Water Geyser Tap Water with Digital Display (White),4999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",4999.0,Home > Appliances > Heaters,Electronics,Value
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",4999.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),4999.0,Electronics > Accessories > Cables,Electronics,Value
"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",4999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Rose Pink",4999.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",4999.0,Mobile > Accessories > Charger,Electronics,Value
"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",4999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Seagate Expansion 1TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",4999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"boAt Wave Lite Smartwatch with 1.69 Inches(4.29cm) HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Scarlet Red)",6990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",6990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",6990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",6990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Deep Blue)",6990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",6990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Deep Blue)",7990.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",7990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",7990.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",7990.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2(Caribbean Green)",7990.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)",7990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",7990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)",7990.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Mauve)",7990.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 "" & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces ( Green )",7999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Amazfit GTS2 Mini (New Version) Smart Watch with Always-on AMOLED Display, Alexa Built-in, SpO2, 14 Days' Battery Life, 68 Sports Modes, GPS, HR, Sleep & Stress Monitoring (Meteor Black)",7999.0,Electronics > Accessories > Mid-Tier,Electronics,Mid-Range
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",7999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",7999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",8999.0,Home > Phones > Mid-Tier,Electronics,Mid-Range
"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",8999.0,Home > Phones > Mid-Tier,Electronics,Mid-Range
"Shakti Technology S3 High Pressure Car Washer Machine 1800 Watts and Pressure 120 Bar for Cleaning Car, Bike & Home",8999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",8999.0,Home > Phones > Mid-Tier,Electronics,Mid-Range
"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",9999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
